[2024-12-14 11:07:25,512] INFO day14:221 > Begin 
[2024-12-14 11:07:25,523] INFO day14:91 > Room Size:
Height=103, Width=101
ROBOT   0 | P:  77,  59 | V:   2, -23
ROBOT 475 | P:  76,  38 | V:  62,  12
ROBOT 476 | P:  66,  89 | V: -76, -41
ROBOT 477 | P:  49,  97 | V:  14,  -6
ROBOT 478 | P:  45,  33 | V:  25,  12
ROBOT 479 | P:  76,  89 | V: -55,  22
ROBOT 480 | P:  46,  58 | V:   1, -61
ROBOT 481 | P:  47,  99 | V:  28,   6
ROBOT 482 | P:  25,  72 | V:  73, -41
ROBOT 483 | P:  40,   7 | V:  34, -96
ROBOT 484 | P:  33,  64 | V:  93,  15
ROBOT 485 | P:  10,  79 | V: -52,  77
ROBOT 486 | P:  96,  58 | V:  43,  -5
ROBOT 487 | P:  26, 102 | V:   6, -79
ROBOT 488 | P:  52,  82 | V:  44, -85
ROBOT 489 | P:  95,  13 | V: -90, -94
ROBOT 490 | P:  89,  87 | V: -70,  35
ROBOT 491 | P: 100,  78 | V: -78,   4
ROBOT 492 | P:  14,  18 | V:  63,  71
ROBOT 493 | P:  98,  61 | V:  35, -44
ROBOT 494 | P:  96,  75 | V:  31, -80
ROBOT 495 | P:  24,  94 | V:  80,  37
ROBOT 496 | P:  98,  18 | V: -51, -77
ROBOT 497 | P:  30,  30 | V: -12,  27
ROBOT 498 | P:  69,  75 | V:  66,  33
ROBOT 499 | P:  99,  28 | V:  34,  67 
[2024-12-14 11:07:25,615] INFO day14:195 > Top Left 115 | Top Right 118 | Bottom Left 140 | Bottom Right 116 | Center 11 
[2024-12-14 11:07:25,615] INFO day14:201 > Safety Factor: 220376800 
[2024-12-14 11:07:25,615] INFO day14:121 > STEP 30 
[2024-12-14 11:07:25,619] INFO day14:91 > Room Size:
Height=103, Width=101
ROBOT   0 | P:  36,  90 | V:   2, -23
ROBOT   1 | P:   3,  14 | V: -90,   9
ROBOT   2 | P:  11,  56 | V: -90, -77
ROBOT   3 | P:  58,  18 | V:  82, -94
ROBOT   4 | P:  25,  18 | V: -39,  60
ROBOT   5 | P:  73,  37 | V:  14, -94
ROBOT   6 | P:  58,  56 | V: -52, -63
ROBOT   7 | P:  86,  36 | V:  42, -39
ROBOT   8 | P:  42,  87 | V: -93,  41
ROBOT   9 | P:  81,  78 | V:  27, -13
ROBOT  10 | P:  23,  25 | V: -10, -68
ROBOT  11 | P:  80,  34 | V:  38,  -2
ROBOT  12 | P:  53,  25 | V: -93, -68
ROBOT  13 | P:  68,  23 | V:  56,   6
ROBOT  14 | P:  67,  11 | V:   1,  63
ROBOT  15 | P:  11, 100 | V: -18,  70
ROBOT  16 | P:  68,  19 | V: -96,  54
ROBOT  17 | P:   2,  24 | V:  21, -26
ROBOT  18 | P:  12,  54 | V:  82, -86
ROBOT  19 | P:  12,  39 | V: -51,  24
ROBOT  20 | P:  70,  71 | V: -88, -72
ROBOT  21 | P:   5,  85 | V: -22,  18
ROBOT  22 | P:  52,  66 | V: -88,  24
ROBOT  23 | P:  74,   3 | V: -67,  86
ROBOT  24 | P:  39,  64 | V: -53, -68
ROBOT  25 | P:  68,  43 | V: -80,  34
ROBOT  26 | P:  33,  42 | V:  27, -25
ROBOT  27 | P:  71,  42 | V:  90,  78
ROBOT  28 | P:  61,  92 | V: -19, -47
ROBOT  29 | P:   0,  94 | V: -56, -16
ROBOT  30 | P:  96,  20 | V: -63,  72
ROBOT  31 | P:  44,  92 | V: -99,  -5
ROBOT  32 | P:  83,  86 | V: -81, -13
ROBOT  33 | P:  63,   8 | V:  -7, -18
ROBOT  34 | P:  32,  29 | V:  27,  74
ROBOT  35 | P:  99,  41 | V:  42,  50
ROBOT  36 | P:  17, 101 | V: -41,  17
ROBOT  37 | P:  11,  91 | V:  52,  44
ROBOT  38 | P:  83,  18 | V: -40,  21
ROBOT  39 | P:  14,  18 | V: -18, -32
ROBOT  40 | P:  55,  27 | V: -95,  86
ROBOT  41 | P:  16,  52 | V: -49,  63
ROBOT  42 | P:  67,  15 | V: -38,   7
ROBOT  43 | P:  62,  27 | V:  82,  -4
ROBOT  44 | P:  84,   4 | V:  42,  24
ROBOT  45 | P:  57,  89 | V:  45,  30
ROBOT  46 | P:  85,  91 | V:   8, -87
ROBOT  47 | P:  10,  55 | V:  13, -77
ROBOT  48 | P:  25,   3 | V:  58,  70
ROBOT  49 | P:   1,  44 | V:  99,  81
ROBOT  50 | P:  36,  98 | V:  20,  80
ROBOT  51 | P:  99,  42 | V:   1, -15
ROBOT  52 | P:  26,   8 | V:  85, -55
ROBOT  53 | P:  93,  60 | V: -16,  16
ROBOT  54 | P:  46,  21 | V:   2, -17
ROBOT  55 | P:   2,  35 | V: -73,  14
ROBOT  56 | P:   0,  75 | V: -82,  83
ROBOT  57 | P:  24,  89 | V:  21,  68
ROBOT  58 | P:  23,  84 | V: -41, -99
ROBOT  59 | P:   7,  92 | V: -52, -47
ROBOT  60 | P:  49,  22 | V: -93,  34
ROBOT  61 | P:  32,  72 | V:  64,  53
ROBOT  62 | P:  84,  31 | V: -73,  36
ROBOT  63 | P:  61,  23 | V: -62,  46
ROBOT  64 | P:  59,  78 | V: -97, -61
ROBOT  65 | P:   5,  18 | V: -22, -70
ROBOT  66 | P:  80,  88 | V: -87, -15
ROBOT  67 | P:  73,  53 | V: -36, -44
ROBOT  68 | P:  42,  30 | V:  37,  82
ROBOT  69 | P:  54,  28 | V: -13,  98
ROBOT  70 | P:  94,  23 | V:  38, -17
ROBOT  71 | P:  48,  11 | V: -17, -70
ROBOT  72 | P:  59,   9 | V: -91,   7
ROBOT  73 | P:  10,  77 | V: -19, -43
ROBOT  74 | P:  11,  41 | V: -16,  -2
ROBOT  75 | P:  21,   1 | V:  58,  84
ROBOT  76 | P:  12,  57 | V:  89, -77
ROBOT  77 | P:   8,  89 | V:  91, -97
ROBOT  78 | P:  18,  41 | V: -14,  62
ROBOT  79 | P:  77,  24 | V:  85, -33
ROBOT  80 | P:  73,  49 | V:  86, -40
ROBOT  81 | P:  85,  13 | V:  55,  61
ROBOT  82 | P:  71,  10 | V: -13, -44
ROBOT  83 | P:  98,  19 | V:  -3, -13
ROBOT  84 | P:  65,   9 | V:  25,  38
ROBOT  85 | P:  31,  70 | V: -43,  30
ROBOT  86 | P:  71,   8 | V:  14, -59
ROBOT  87 | P:  53,  83 | V:  68, -32
ROBOT  88 | P:  62,  47 | V: -18, -14
ROBOT  89 | P:  70,   6 | V:  45,  60
ROBOT  90 | P:  47,  26 | V: -99, -31
ROBOT  91 | P:  44,  13 | V:  66,  66
ROBOT  92 | P:  49,  69 | V:  31,  27
ROBOT  93 | P:  83,  44 | V: -69, -14
ROBOT  94 | P:  76,  72 | V:  80,  92
ROBOT  95 | P:  79,  54 | V:  44, -32
ROBOT  96 | P:   0,  46 | V:  11, -52
ROBOT  97 | P:  23,  44 | V: -14,  37
ROBOT  98 | P:  62,  40 | V: -17, -91
ROBOT  99 | P:  55,  24 | V:  38, -55
ROBOT 100 | P:  14,  65 | V:  19,  36
ROBOT 101 | P:  18,  12 | V:  46,  50
ROBOT 102 | P:   3,  48 | V:  48, -78
ROBOT 103 | P:  36,  80 | V: -68,  15
ROBOT 104 | P:  59,  15 | V:  14,  48
ROBOT 105 | P:  13,  86 | V: -94,  95
ROBOT 106 | P:   0,  17 | V: -49,   7
ROBOT 107 | P:  74,  36 | V:  92,  -1
ROBOT 108 | P:  16,  91 | V:  44, -10
ROBOT 109 | P:  16,  56 | V: -16,  66
ROBOT 110 | P:  18,  47 | V: -45,  50
ROBOT 111 | P:  52, 101 | V: -68, -85
ROBOT 112 | P:  59,  94 | V:   4, -85
ROBOT 113 | P:  33,  15 | V:  54,   8
ROBOT 114 | P:  51,  25 | V: -27,  -4
ROBOT 115 | P:  25,   0 | V: -44,  66
ROBOT 116 | P:  61, 101 | V:  53, -86
ROBOT 117 | P:  88,  56 | V: -24,  14
ROBOT 118 | P:  18,  86 | V:  25,  55
ROBOT 119 | P:  11,  14 | V: -14,  72
ROBOT 120 | P:   2,  40 | V: -82,  54
ROBOT 121 | P:  56,  39 | V:  47,  12
ROBOT 122 | P:   0,  93 | V: -90, -73
ROBOT 123 | P:  14,   2 | V:  75,  97
ROBOT 124 | P:  93,  84 | V: -33,  76
ROBOT 125 | P:  82,  78 | V:  66,  17
ROBOT 126 | P:  71,  75 | V:  12,  29
ROBOT 127 | P:  73,  76 | V: -40,  15
ROBOT 128 | P:  46,  46 | V: -86,   3
ROBOT 129 | P:  29,  41 | V:  27, -13
ROBOT 130 | P:  33,  45 | V:   4,  14
ROBOT 131 | P:  56, 101 | V:   2, -59
ROBOT 132 | P:  25,  55 | V: -99,  85
ROBOT 133 | P:  57,  97 | V:  49,  95
ROBOT 134 | P:  47,   0 | V:   4,   7
ROBOT 135 | P:   7,  64 | V:  11,   1
ROBOT 136 | P:  99,  23 | V:  67,  33
ROBOT 137 | P:  30,  30 | V: -79, -34
ROBOT 138 | P:  36,  25 | V:  66, -40
ROBOT 139 | P:  91,  22 | V:   3, -56
ROBOT 140 | P:  84,  54 | V:  73, -21
ROBOT 141 | P:  66,  79 | V:  33, -95
ROBOT 142 | P:  46,   7 | V:  59, -49
ROBOT 143 | P:  25,  22 | V: -10,  -3
ROBOT 144 | P:  69,  77 | V:  18,  14
ROBOT 145 | P:  55,  37 | V:  12,  89
ROBOT 146 | P:  78,  73 | V:  94,  94
ROBOT 147 | P:  90,  56 | V:  91,  70
ROBOT 148 | P:  29,  12 | V: -48, -21
ROBOT 149 | P:  35,  67 | V: -35,  66
ROBOT 150 | P:  45,  46 | V:  66, -80
ROBOT 151 | P:  12,  25 | V:  60,  98
ROBOT 152 | P:  49,   5 | V: -86, -18
ROBOT 153 | P:  12,  69 | V: -61, -10
ROBOT 154 | P:  52,   3 | V:  41, -20
ROBOT 155 | P:  40,  70 | V: -66,  28
ROBOT 156 | P:  34,  22 | V:  69,  -5
ROBOT 157 | P:  70,  11 | V: -60,   3
ROBOT 158 | P:  43,  34 | V:  22, -81
ROBOT 159 | P:  82,   6 | V: -75,  59
ROBOT 160 | P:  20,  56 | V: -76, -90
ROBOT 161 | P:  44,  94 | V: -95,  32
ROBOT 162 | P:  61,   0 | V: -56, -71
ROBOT 163 | P:  12,  95 | V: -80, -98
ROBOT 164 | P:  62,  51 | V: -61,  77
ROBOT 165 | P:  66,  36 | V: -50,  -1
ROBOT 166 | P:  67,  19 | V: -58,  20
ROBOT 167 | P:  95,   2 | V:   5,  98
ROBOT 168 | P:  88,  11 | V:  57, -58
ROBOT 169 | P:  91,   3 | V:  79, -31
ROBOT 170 | P:   4,  96 | V: -45,  -2
ROBOT 171 | P:  31,  37 | V:  -6, -27
ROBOT 172 | P:   2,  86 | V: -92, -99
ROBOT 173 | P:  68,  25 | V: -30, -76
ROBOT 174 | P:  16,  48 | V: -44, -82
ROBOT 175 | P:   2,  59 | V: -39, -68
ROBOT 176 | P:  89,  70 | V: -51,  40
ROBOT 177 | P:  59,  58 | V: -19, -11
ROBOT 178 | P:  45,  47 | V:  47,  40
ROBOT 179 | P:  25,  96 | V: -39,  56
ROBOT 180 | P:  21,  86 | V:  19,  17
ROBOT 181 | P:  92,  70 | V: -73,  73
ROBOT 182 | P:  69,  13 | V:  51,  72
ROBOT 183 | P:  21,  27 | V: -92, -99
ROBOT 184 | P:  96,   7 | V:  42,  84
ROBOT 185 | P:  93,  17 | V:  42, -18
ROBOT 186 | P:  26,  97 | V:  86,  48
ROBOT 187 | P:  72,  14 | V:  -9, -57
ROBOT 188 | P:  58,  54 | V: -85,  65
ROBOT 189 | P:  78,  58 | V:  98, -90
ROBOT 190 | P:  49,  50 | V: -70, -37
ROBOT 191 | P:  80, 102 | V: -40,  34
ROBOT 192 | P:  56,  41 | V:  78, -40
ROBOT 193 | P:  88,  85 | V:  43, -86
ROBOT 194 | P:  11,  66 | V:  -8,  39
ROBOT 195 | P:  41,  30 | V:  -8, -42
ROBOT 196 | P:   5,  81 | V: -90,  69
ROBOT 197 | P:  39,  66 | V:  35,  28
ROBOT 198 | P:  64,   6 | V:  14, -85
ROBOT 199 | P:  69,  56 | V:  98, -26
ROBOT 200 | P:  88,  15 | V:  35,  58
ROBOT 201 | P:  57,  56 | V:  78, -50
ROBOT 202 | P:  91,  43 | V:  71, -14
ROBOT 203 | P:  22,  63 | V:  -1, -77
ROBOT 204 | P:  63,  19 | V:  14, -68
ROBOT 205 | P:  20,  85 | V: -47,  -9
ROBOT 206 | P:  36,  24 | V:  95,   9
ROBOT 207 | P:  73,  77 | V: -34, -88
ROBOT 208 | P:  81,  95 | V: -95,  77
ROBOT 209 | P:  90,  49 | V:  -9,  25
ROBOT 210 | P:  60,  83 | V:  90, -11
ROBOT 211 | P:  33,  22 | V: -95, -83
ROBOT 212 | P:  36,  99 | V:  -2,  -9
ROBOT 213 | P:   8,  52 | V:  58,  70
ROBOT 214 | P:  34,  34 | V:  33,  37
ROBOT 215 | P:  13,  70 | V: -91, -83
ROBOT 216 | P:  14,   6 | V:  39, -38
ROBOT 217 | P:  65,  42 | V:  84,  11
ROBOT 218 | P:  78,  22 | V:  90, -17
ROBOT 219 | P:  60,  63 | V: -50, -50
ROBOT 220 | P:   5,  45 | V: -63, -88
ROBOT 221 | P:  99,  40 | V: -54, -59
ROBOT 222 | P:   8,  12 | V: -22,   8
ROBOT 223 | P: 100,  87 | V:  75, -47
ROBOT 224 | P:  12,  41 | V:  32,  27
ROBOT 225 | P:  70,  64 | V: -77, -89
ROBOT 226 | P:  95,  54 | V: -54,  65
ROBOT 227 | P:  67,  60 | V: -81, -12
ROBOT 228 | P:  79,  31 | V: -55,  15
ROBOT 229 | P:  82,  14 | V:   8,  30
ROBOT 230 | P:  35,   5 | V:  35,  19
ROBOT 231 | P:  27,  58 | V:  64, -38
ROBOT 232 | P:  60,  96 | V:  15,  45
ROBOT 233 | P:  38,  23 | V:  -2,  35
ROBOT 234 | P:  40,  87 | V: -56,  -7
ROBOT 235 | P:  13,  25 | V: -18, -44
ROBOT 236 | P:  40,   7 | V:  33,  21
ROBOT 237 | P:  11,  99 | V: -28, -60
ROBOT 238 | P:  72,  49 | V: -46,  13
ROBOT 239 | P:  16,   8 | V: -86, -45
ROBOT 240 | P:  19,  24 | V:  31,  61
ROBOT 241 | P:   2,  26 | V:  52, -31
ROBOT 242 | P:   9,  43 | V:  52, -12
ROBOT 243 | P:  39,  51 | V:  78, -78
ROBOT 244 | P:  63,  41 | V:  83, -11
ROBOT 245 | P:  37,  83 | V: -72,  93
ROBOT 246 | P:  61,  71 | V: -39,  58
ROBOT 247 | P:   4,  75 | V:  -9,  41
ROBOT 248 | P:  43,  87 | V: -62,  17
ROBOT 249 | P:  59,  28 | V:   5, -61
ROBOT 250 | P:  82,  50 | V: -40,  79
ROBOT 251 | P:  10,  18 | V:  81, -31
ROBOT 252 | P:  89,  92 | V:  67,  44
ROBOT 253 | P:  75,  82 | V: -34, -19
ROBOT 254 | P:  66,  79 | V:  19, -19
ROBOT 255 | P:  14,  57 | V: -12, -77
ROBOT 256 | P:   2,  59 | V: -24, -90
ROBOT 257 | P:  78,  64 | V: -17, -52
ROBOT 258 | P:  29,  70 | V:  97, -11
ROBOT 259 | P:  16,  10 | V: -18,  -5
ROBOT 260 | P:   1,  54 | V: -92,  25
ROBOT 261 | P:  99,  12 | V: -96, -96
ROBOT 262 | P:  63,  10 | V:  94,  86
ROBOT 263 | P:  59,  87 | V:  25, -88
ROBOT 264 | P:  46,  39 | V: -37,  39
ROBOT 265 | P:  97,  76 | V: -79,  67
ROBOT 266 | P:  68,  81 | V: -73,  70
ROBOT 267 | P:  70,   3 | V: -26, -22
ROBOT 268 | P:  48,  98 | V:   4, -55
ROBOT 269 | P:  72,   9 | V: -40, -27
ROBOT 270 | P:  49,  32 | V:  -7, -58
ROBOT 271 | P:  19,  76 | V:  21, -60
ROBOT 272 | P:  59,  67 | V: -43,  -1
ROBOT 273 | P:   9,  43 | V: -94,  91
ROBOT 274 | P:  28,  37 | V: -78,  37
ROBOT 275 | P:  52,  21 | V:  85, -51
ROBOT 276 | P:  49,  82 | V:  64,  71
ROBOT 277 | P:  83,   6 | V: -81,   8
ROBOT 278 | P:  52,  59 | V: -21,  14
ROBOT 279 | P:  65,  35 | V:  20, -13
ROBOT 280 | P:  67,   6 | V:  43, -31
ROBOT 281 | P:  84,   7 | V: -69,  31
ROBOT 282 | P:  33,  10 | V: -31,  84
ROBOT 283 | P:  24,  34 | V:  56, -67
ROBOT 284 | P:   1,  18 | V: -92,  61
ROBOT 285 | P:  25,  97 | V: -43,  58
ROBOT 286 | P:  78,  69 | V:  55, -63
ROBOT 287 | P:  22,  64 | V: -89,  76
ROBOT 288 | P:   2,   7 | V: -95, -71
ROBOT 289 | P:  97,  49 | V:  97, -88
ROBOT 290 | P:  73,  66 | V:   6,  14
ROBOT 291 | P:  32,  10 | V:  -8, -57
ROBOT 292 | P:  50,  65 | V:  68,  44
ROBOT 293 | P:  13,  12 | V: -84, -19
ROBOT 294 | P:   1,  95 | V: -59, -91
ROBOT 295 | P:  31,  33 | V:  -8, -93
ROBOT 296 | P:   5,  49 | V: -18, -13
ROBOT 297 | P:  23,  29 | V: -20, -93
ROBOT 298 | P:  39,  52 | V:  66, -51
ROBOT 299 | P:  21,   8 | V:  52,  48
ROBOT 300 | P:  43,  44 | V:  85,  71
ROBOT 301 | P:  71,  40 | V:  48,  15
ROBOT 302 | P:  65,  40 | V:  26,  53
ROBOT 303 | P:   3,  72 | V:  44,  52
ROBOT 304 | P:  83,  98 | V:  94,  83
ROBOT 305 | P:  22,   3 | V:  -5,  91
ROBOT 306 | P:  16,  47 | V:  87,  76
ROBOT 307 | P:  42,  91 | V:  31,  56
ROBOT 308 | P:  85,  55 | V: -30, -66
ROBOT 309 | P:  55,  67 | V: -87,  90
ROBOT 310 | P:  61,  70 | V: -50, -76
ROBOT 311 | P:  78,  26 | V: -77, -30
ROBOT 312 | P:  78, 101 | V: -75, -84
ROBOT 313 | P:  13,   7 | V: -94,   6
ROBOT 314 | P:  92,  11 | V: -51, -94
ROBOT 315 | P:  51,  40 | V: -58, -27
ROBOT 316 | P:   1,  29 | V:  26, -32
ROBOT 317 | P:   2,  53 | V:  87, -63
ROBOT 318 | P:  74,  72 | V: -94,  46
ROBOT 319 | P:  76,  80 | V: -42,  67
ROBOT 320 | P:  63,  74 | V: -87, -88
ROBOT 321 | P:  84,  78 | V: -75, -76
ROBOT 322 | P:  80,   3 | V:  -1,  19
ROBOT 323 | P:  84,  83 | V:  28, -35
ROBOT 324 | P:  97,  63 | V: -63,  10
ROBOT 325 | P:  91,  30 | V: -32,  75
ROBOT 326 | P:  39,  81 | V:  99,  94
ROBOT 327 | P:  87,  40 | V:   3,  45
ROBOT 328 | P:  24,  54 | V: -45, -52
ROBOT 329 | P:  10, 100 | V:  66,   8
ROBOT 330 | P:  92,   8 | V:  40,  71
ROBOT 331 | P:  58,  76 | V: -85, -23
ROBOT 332 | P:  90,  25 | V:   3, -93
ROBOT 333 | P:  68,  80 | V:  88, -23
ROBOT 334 | P:  58,  43 | V:  57, -38
ROBOT 335 | P:  66,  29 | V:  38, -86
ROBOT 336 | P:  86,   5 | V:  13, -23
ROBOT 337 | P:  94,  72 | V: -13,  32
ROBOT 338 | P:   1,  67 | V:  -1,  16
ROBOT 339 | P:   7,  25 | V:  15,   9
ROBOT 340 | P:  80,  81 | V: -73, -87
ROBOT 341 | P:  47,  87 | V: -95,  16
ROBOT 342 | P:  78,  11 | V:  75, -85
ROBOT 343 | P:  94,  56 | V: -96, -37
ROBOT 344 | P:   0,  21 | V:  77,  60
ROBOT 345 | P:  20,  49 | V:  91, -41
ROBOT 346 | P:  54,  94 | V:  45, -86
ROBOT 347 | P:  56,  43 | V:  40,  66
ROBOT 348 | P:  48,  63 | V: -37, -12
ROBOT 349 | P:  27,  42 | V:  56,   2
ROBOT 350 | P:  79,  84 | V:  92,  43
ROBOT 351 | P:  43,  49 | V: -99, -14
ROBOT 352 | P:  21,  80 | V:  46, -46
ROBOT 353 | P:  43,  97 | V:  64, -34
ROBOT 354 | P:  87,  61 | V:  57,  16
ROBOT 355 | P:   7,  74 | V: -24,   2
ROBOT 356 | P:  32,  83 | V:  33,  -9
ROBOT 357 | P:  12,  81 | V:   7, -76
ROBOT 358 | P:   0,  60 | V: -74,  87
ROBOT 359 | P: 100,  21 | V:  95, -69
ROBOT 360 | P:  45,  54 | V: -55,  32
ROBOT 361 | P:  40,  63 | V:  68,  15
ROBOT 362 | P:  36,  11 | V:   2, -82
ROBOT 363 | P:  42,  26 | V: -91, -31
ROBOT 364 | P:  75,  57 | V:  19,  55
ROBOT 365 | P:   1,  21 | V:  75, -92
ROBOT 366 | P:  55,   1 | V: -23,  70
ROBOT 367 | P:  33,   3 | V:  58, -65
ROBOT 368 | P:  90,  67 | V:  97,  41
ROBOT 369 | P:  94,  49 | V:  32,  66
ROBOT 370 | P:  67,  44 | V:  20, -91
ROBOT 371 | P:  24,  71 | V: -81,  77
ROBOT 372 | P:  85,  12 | V: -38, -82
ROBOT 373 | P:  71,  75 | V: -42,  15
ROBOT 374 | P:  21,  94 | V:  19,  43
ROBOT 375 | P:  61, 101 | V:  82,  32
ROBOT 376 | P:  34,  86 | V: -80, -59
ROBOT 377 | P:  57,  80 | V:  12, -86
ROBOT 378 | P:  80,  30 | V:  68,  21
ROBOT 379 | P:  90,  41 | V: -69, -53
ROBOT 380 | P:  70,  83 | V:  26, -35
ROBOT 381 | P:  88,   7 | V:   1, -69
ROBOT 382 | P:   7,  39 | V: -65, -86
ROBOT 383 | P:  28,  17 | V: -47, -45
ROBOT 384 | P:  88,  58 | V:   9, -23
ROBOT 385 | P:  88,  27 | V:  77, -15
ROBOT 386 | P:  87,  42 | V:  94,  78
ROBOT 387 | P:  30,  79 | V:  93,  55
ROBOT 388 | P:  29, 101 | V: -42,  17
ROBOT 389 | P:  68,  87 | V:  53,  68
ROBOT 390 | P:  35,  67 | V: -29,  -9
ROBOT 391 | P:  39,  34 | V:  50,  67
ROBOT 392 | P:   4,  55 | V:  21, -52
ROBOT 393 | P:  34,  96 | V:  46,  99
ROBOT 394 | P:  15,  71 | V: -88, -64
ROBOT 395 | P:  55,   0 | V:  80,  -6
ROBOT 396 | P:  68,  51 | V: -13, -52
ROBOT 397 | P:  75,  99 | V:   7,  60
ROBOT 398 | P:  71,   5 | V:  32, -96
ROBOT 399 | P:  64,  32 | V: -83,  49
ROBOT 400 | P:  49,  57 | V:  70, -13
ROBOT 401 | P:   5,  71 | V: -22,  80
ROBOT 402 | P:  84,  70 | V:  -3,  66
ROBOT 403 | P:  12,  66 | V:  85, -36
ROBOT 404 | P:  55,  43 | V:  55,  64
ROBOT 405 | P:  87,   2 | V: -32, -97
ROBOT 406 | P:  99,  27 | V:  98,  73
ROBOT 407 | P:  29,  51 | V:  29, -14
ROBOT 408 | P:  31,  90 | V:  62,  31
ROBOT 409 | P:   2,  10 | V:  11, -31
ROBOT 410 | P:  26,  49 | V:  44,  97
ROBOT 411 | P:  12,  23 | V:  77, -66
ROBOT 412 | P:  74,   5 | V:  70, -63
ROBOT 413 | P:  44,  39 | V:  35, -54
ROBOT 414 | P: 100,  27 | V: -23, -31
ROBOT 415 | P:  19,  71 | V: -97,  53
ROBOT 416 | P:  98,   5 | V:  73,  21
ROBOT 417 | P:  11,  67 | V:  81,  28
ROBOT 418 | P:  43,  64 | V: -62, -37
ROBOT 419 | P:  23,  44 | V: -45, -13
ROBOT 420 | P:   1,  58 | V:  81,  80
ROBOT 421 | P:  78,   4 | V: -73,  71
ROBOT 422 | P:  77,  85 | V:  65,  19
ROBOT 423 | P:  22,  62 | V: -12, -63
ROBOT 424 | P:  77,  22 | V: -95, -45
ROBOT 425 | P:  70,  61 | V: -44, -27
ROBOT 426 | P:  13,  13 | V: -18, -44
ROBOT 427 | P:  17,  99 | V:  -2,  11
ROBOT 428 | P:  80,  99 | V: -44,   5
ROBOT 429 | P:  59,  37 | V: -15,  23
ROBOT 430 | P:  66,  94 | V: -79,   5
ROBOT 431 | P:  78,  82 | V:  26, -61
ROBOT 432 | P:  40,  25 | V: -84,  17
ROBOT 433 | P:   9,  10 | V:  19, -33
ROBOT 434 | P:  29,  74 | V: -97, -49
ROBOT 435 | P:  98,  28 | V:  75,   9
ROBOT 436 | P:   9,  40 | V:   9, -41
ROBOT 437 | P:  40,  74 | V:  75,  39
ROBOT 438 | P:  41,   1 | V: -66,  96
ROBOT 439 | P:  52,  13 | V: -48,  -5
ROBOT 440 | P:  92,  43 | V:  40, -15
ROBOT 441 | P:  58,  82 | V:  20, -23
ROBOT 442 | P:  22,   8 | V:  91,  44
ROBOT 443 | P:  43,  71 | V:  43,  40
ROBOT 444 | P:  31,  25 | V:  43, -17
ROBOT 445 | P:  23,   3 | V:  54,  19
ROBOT 446 | P:  51, 102 | V: -15, -47
ROBOT 447 | P:  85,  37 | V:  -6, -43
ROBOT 448 | P:  33,  58 | V: -72,  14
ROBOT 449 | P:  27,  34 | V:  70,  86
ROBOT 450 | P:  97,  88 | V: -26,  95
ROBOT 451 | P:  21,  50 | V:  50,  76
ROBOT 452 | P:  66,  30 | V: -50, -54
ROBOT 453 | P:   7,  14 | V: -78, -18
ROBOT 454 | P:  81,  29 | V:  65,  -2
ROBOT 455 | P:  12,  41 | V: -51, -65
ROBOT 456 | P:  93,  17 | V:  -7, -80
ROBOT 457 | P:  50,  43 | V:   8,  51
ROBOT 458 | P:  73,  74 | V:  26,  82
ROBOT 459 | P:  69,  25 | V: -79, -40
ROBOT 460 | P:  58,  63 | V:  37, -62
ROBOT 461 | P:  14,  88 | V:  10,  28
ROBOT 462 | P:   2,  25 | V: -90,  99
ROBOT 463 | P:   5,  78 | V: -22,  32
ROBOT 464 | P:  38,  60 | V: -31, -51
ROBOT 465 | P:  36,   0 | V: -29,  47
ROBOT 466 | P:  86, 100 | V:  -1, -58
ROBOT 467 | P:  77,  37 | V:  22,  36
ROBOT 468 | P:  16,  46 | V:  50,  50
ROBOT 469 | P:  91,  55 | V:  -1,  27
ROBOT 470 | P:  88,  34 | V:  36,  74
ROBOT 471 | P:  75,  83 | V:  82, -88
ROBOT 472 | P:  41,  91 | V:  37,   5
ROBOT 473 | P:  36,  38 | V: -64, -80
ROBOT 474 | P:  66,   0 | V:  55,  32
ROBOT 475 | P:  37,  50 | V:  62,  12
ROBOT 476 | P:  91,  48 | V: -76, -41
ROBOT 477 | P:  63,  91 | V:  14,  -6
ROBOT 478 | P:  70,  45 | V:  25,  12
ROBOT 479 | P:  21,   8 | V: -55,  22
ROBOT 480 | P:  47, 100 | V:   1, -61
ROBOT 481 | P:  75,   2 | V:  28,   6
ROBOT 482 | P:  98,  31 | V:  73, -41
ROBOT 483 | P:  74,  14 | V:  34, -96
ROBOT 484 | P:  25,  79 | V:  93,  15
ROBOT 485 | P:  59,  53 | V: -52,  77
ROBOT 486 | P:  38,  53 | V:  43,  -5
ROBOT 487 | P:  32,  23 | V:   6, -79
ROBOT 488 | P:  96, 100 | V:  44, -85
ROBOT 489 | P:   5,  22 | V: -90, -94
ROBOT 490 | P:  19,  19 | V: -70,  35
ROBOT 491 | P:  22,  82 | V: -78,   4
ROBOT 492 | P:  77,  89 | V:  63,  71
ROBOT 493 | P:  32,  17 | V:  35, -44
ROBOT 494 | P:  26,  98 | V:  31, -80
ROBOT 495 | P:   3,  28 | V:  80,  37
ROBOT 496 | P:  47,  44 | V: -51, -77
ROBOT 497 | P:  18,  57 | V: -12,  27
ROBOT 498 | P:  34,   5 | V:  66,  33
ROBOT 499 | P:  32,  95 | V:  34,  67 
